ID_Detalle,ID_Venta,ID_Producto,Cantidad,Precio_Unitario,Descuento,Subtotal,Impuesto,Total,Fecha_Registro
DET00690,VENT0127,PROD0480,2,17.3,1.84,34.6,2.7,35.46,2025-03-19 23:37:22.054788
DET00691,VENT0127,PROD0036,3,26.26,4.47,78.78,5.25,79.56,2025-03-19 23:37:22.054788
DET00692,VENT0127,PROD0173,5,19.12,2.37,95.6,3.2,96.43,2025-03-19 23:37:22.054788
DET00693,VENT0127,PROD0183,2,27.32,4.78,54.64,1.34,51.2,2025-03-19 23:37:22.054788
DET00694,VENT0127,PROD0262,4,19.71,2.26,78.84,4.04,80.62,2025-03-19 23:37:22.054788
DET00695,VENT0127,PROD0160,1,25.51,1.94,25.51,1.96,25.53,2025-03-19 23:37:22.054788
DET00696,VENT0127,PROD0165,3,16.7,3.02,50.1,2.58,49.66,2025-03-19 23:37:22.054788
DET00697,VENT0128,PROD0474,2,28.25,3.35,56.5,6.44,59.59,2024-07-11 20:50:11.999067
DET00698,VENT0128,PROD0188,4,28.07,1.12,112.28,6.04,117.2,2024-07-11 20:50:11.999067
DET00699,VENT0129,PROD0180,1,13.86,4.88,13.86,1.54,10.52,2023-07-27 07:29:54.275223
DET00700,VENT0129,PROD0158,2,32.27,2.65,64.54,6.46,68.35,2023-07-27 07:29:54.275223
DET00701,VENT0129,PROD0160,2,25.51,1.02,51.02,3.92,53.92,2023-07-27 07:29:54.275223
DET00702,VENT0129,PROD0202,1,20.21,3.5,20.21,2.21,18.92,2023-07-27 07:29:54.275223
DET00703,VENT0130,PROD0139,1,18.49,3.35,18.49,3.45,18.59,2024-03-18 06:31:05.827090
DET00704,VENT0131,PROD0095,4,15.8,3.64,63.2,7.72,67.28,2024-09-04 01:46:59.771651
DET00705,VENT0131,PROD0020,3,29.92,4.94,89.76,4.02,88.84,2024-09-04 01:46:59.771651
DET00706,VENT0131,PROD0185,5,16.19,2.45,80.95,11.5,90.0,2024-09-04 01:46:59.771651
DET00707,VENT0131,PROD0454,1,17.51,3.7,17.51,2.25,16.06,2024-09-04 01:46:59.771651
DET00708,VENT0132,PROD0194,5,27.51,4.54,137.55,15.4,148.41,2024-12-14 01:19:05.822544
DET00709,VENT0132,PROD0020,5,29.92,1.97,149.6,6.7,154.33,2024-12-14 01:19:05.822544
DET00710,VENT0132,PROD0329,4,18.33,4.61,73.32,9.12,77.83,2024-12-14 01:19:05.822544
DET00711,VENT0132,PROD0019,5,21.02,4.96,105.1,13.85,113.99,2024-12-14 01:19:05.822544
DET00712,VENT0132,PROD0105,1,27.03,4.4,27.03,1.81,24.44,2024-12-14 01:19:05.822544
DET00713,VENT0132,PROD0302,1,23.08,1.01,23.08,1.9,23.97,2024-12-14 01:19:05.822544
DET00714,VENT0132,PROD0429,3,29.73,0.89,89.19,6.54,94.84,2024-12-14 01:19:05.822544
DET00715,VENT0133,PROD0390,4,28.25,2.76,113.0,12.2,122.44,2025-04-28 06:47:28.967374
DET00716,VENT0133,PROD0229,5,24.53,2.87,122.65,14.9,134.68,2025-04-28 06:47:28.967374
DET00717,VENT0133,PROD0397,4,15.64,2.96,62.56,8.72,68.32,2025-04-28 06:47:28.967374
DET00718,VENT0133,PROD0489,4,27.88,2.34,111.52,11.28,120.46,2025-04-28 06:47:28.967374
DET00719,VENT0133,PROD0073,2,22.97,4.62,45.94,1.24,42.56,2025-04-28 06:47:28.967374
DET00720,VENT0134,PROD0339,1,15.4,2.52,15.4,2.49,15.37,2023-07-17 19:23:33.375933
DET00721,VENT0134,PROD0487,3,26.39,0.89,79.17,2.19,80.47,2023-07-17 19:23:33.375933
DET00722,VENT0134,PROD0102,1,19.92,1.38,19.92,1.18,19.72,2023-07-17 19:23:33.375933
DET00723,VENT0134,PROD0429,3,29.73,1.32,89.19,6.54,94.41,2023-07-17 19:23:33.375933
DET00724,VENT0134,PROD0338,2,23.64,2.41,47.28,4.18,49.05,2023-07-17 19:23:33.375933
DET00725,VENT0134,PROD0364,1,26.08,0.32,26.08,0.98,26.74,2023-07-17 19:23:33.375933
DET00726,VENT0135,PROD0114,4,15.27,0.2,61.08,8.12,69.0,2024-12-19 07:00:02.135699
DET00727,VENT0135,PROD0018,5,15.49,3.47,77.45,14.55,88.53,2024-12-19 07:00:02.135699
DET00728,VENT0135,PROD0290,5,28.06,3.62,140.3,5.0,141.68,2024-12-19 07:00:02.135699
DET00729,VENT0135,PROD0129,4,28.5,1.14,114.0,2.92,115.78,2024-12-19 07:00:02.135699
DET00730,VENT0135,PROD0491,1,15.73,1.59,15.73,3.28,17.42,2024-12-19 07:00:02.135699
DET00731,VENT0135,PROD0432,2,14.93,4.19,29.86,1.7,27.37,2024-12-19 07:00:02.135699
DET00732,VENT0135,PROD0173,1,19.12,3.24,19.12,0.64,16.52,2024-12-19 07:00:02.135699
DET00733,VENT0135,PROD0481,3,21.97,0.36,65.91,5.82,71.37,2024-12-19 07:00:02.135699
DET00734,VENT0135,PROD0333,5,15.83,2.39,79.15,11.55,88.31,2024-12-19 07:00:02.135699
DET00735,VENT0135,PROD0410,3,17.6,3.8,52.8,2.19,51.19,2024-12-19 07:00:02.135699
DET00736,VENT0136,PROD0417,4,27.32,3.74,109.28,7.6,113.14,2024-03-23 12:25:12.063653
DET00737,VENT0136,PROD0231,3,21.13,4.38,63.39,10.2,69.21,2024-03-23 12:25:12.063653
DET00738,VENT0136,PROD0160,3,25.51,2.41,76.53,5.88,80.0,2024-03-23 12:25:12.063653
DET00739,VENT0136,PROD0372,4,22.98,2.15,91.92,9.08,98.85,2024-03-23 12:25:12.063653
DET00740,VENT0136,PROD0099,2,20.43,4.83,40.86,3.72,39.75,2024-03-23 12:25:12.063653
DET00741,VENT0137,PROD0204,1,20.48,2.94,20.48,1.42,18.96,2024-10-29 05:32:38.954894
DET00742,VENT0137,PROD0318,3,26.29,1.1,78.87,3.93,81.7,2024-10-29 05:32:38.954894
DET00743,VENT0137,PROD0329,2,18.33,4.77,36.66,4.56,36.45,2024-10-29 05:32:38.954894
DET00744,VENT0137,PROD0227,3,22.67,3.65,68.01,4.11,68.47,2024-10-29 05:32:38.954894
DET00745,VENT0138,PROD0181,5,18.67,2.63,93.35,14.65,105.37,2023-08-10 01:34:57.748853
DET00746,VENT0138,PROD0121,1,14.43,4.99,14.43,1.74,11.18,2023-08-10 01:34:57.748853
DET00747,VENT0138,PROD0024,4,26.86,4.41,107.44,4.72,107.75,2023-08-10 01:34:57.748853
DET00748,VENT0138,PROD0221,1,20.99,1.07,20.99,2.47,22.39,2023-08-10 01:34:57.748853
DET00749,VENT0138,PROD0258,1,20.85,1.67,20.85,2.22,21.4,2023-08-10 01:34:57.748853
DET00750,VENT0138,PROD0261,3,12.74,0.57,38.22,10.14,47.79,2023-08-10 01:34:57.748853
DET00751,VENT0138,PROD0014,4,27.04,0.31,108.16,12.92,120.77,2023-08-10 01:34:57.748853
DET00752,VENT0138,PROD0456,1,23.75,3.41,23.75,1.02,21.36,2023-08-10 01:34:57.748853
DET00753,VENT0138,PROD0438,3,29.89,1.59,89.67,7.74,95.82,2023-08-10 01:34:57.748853
DET00754,VENT0138,PROD0473,2,29.37,1.58,58.74,1.72,58.88,2023-08-10 01:34:57.748853
DET00755,VENT0139,PROD0210,5,13.76,1.07,68.8,15.55,83.28,2024-10-12 20:08:18.262629
DET00756,VENT0139,PROD0356,2,24.82,2.83,49.64,3.8,50.61,2024-10-12 20:08:18.262629
DET00757,VENT0139,PROD0197,2,22.72,1.28,45.44,6.36,50.52,2024-10-12 20:08:18.262629
DET00758,VENT0139,PROD0072,3,22.96,4.25,68.88,7.35,71.98,2024-10-12 20:08:18.262629
DET00759,VENT0139,PROD0478,2,21.0,4.77,42.0,5.12,42.35,2024-10-12 20:08:18.262629
DET00760,VENT0140,PROD0133,3,25.17,1.62,75.51,2.55,76.44,2024-01-01 02:03:48.445098
DET00761,VENT0140,PROD0421,4,16.95,4.54,67.8,6.88,70.14,2024-01-01 02:03:48.445098
DET00762,VENT0141,PROD0467,5,15.14,2.88,75.7,11.15,83.97,2024-12-07 10:47:33.898095
DET00763,VENT0141,PROD0421,5,16.95,4.11,84.75,8.6,89.24,2024-12-07 10:47:33.898095
DET00764,VENT0141,PROD0146,2,17.32,2.74,34.64,4.9,36.8,2024-12-07 10:47:33.898095
DET00765,VENT0141,PROD0011,3,17.87,2.86,53.61,3.18,53.93,2024-12-07 10:47:33.898095
DET00766,VENT0142,PROD0097,1,16.37,4.66,16.37,2.06,13.77,2023-12-24 21:02:26.714664
DET00767,VENT0143,PROD0491,5,15.73,0.8,78.65,16.4,94.25,2025-04-19 01:52:52.687506
DET00768,VENT0144,PROD0225,2,21.01,2.6,42.02,1.72,41.14,2024-02-23 09:42:08.151054
DET00769,VENT0144,PROD0260,2,25.15,3.29,50.3,2.4,49.41,2024-02-23 09:42:08.151054
DET00770,VENT0144,PROD0409,1,23.59,0.82,23.59,2.5,25.27,2024-02-23 09:42:08.151054
DET00771,VENT0144,PROD0184,3,20.85,3.94,62.55,5.94,64.55,2024-02-23 09:42:08.151054
DET00772,VENT0144,PROD0049,5,22.09,4.39,110.45,5.75,111.81,2024-02-23 09:42:08.151054
DET00773,VENT0144,PROD0292,5,23.34,2.7,116.7,9.0,123.0,2024-02-23 09:42:08.151054
DET00774,VENT0144,PROD0069,2,27.58,3.2,55.16,2.52,54.48,2024-02-23 09:42:08.151054
DET00775,VENT0144,PROD0463,3,24.62,1.18,73.86,6.99,79.67,2024-02-23 09:42:08.151054
DET00776,VENT0144,PROD0029,1,19.72,0.06,19.72,0.8,20.46,2024-02-23 09:42:08.151054
DET00777,VENT0145,PROD0273,5,25.35,3.03,126.75,9.85,133.57,2023-08-04 13:07:56.538649
DET00778,VENT0145,PROD0035,4,14.6,4.81,58.4,2.44,56.03,2023-08-04 13:07:56.538649
DET00779,VENT0145,PROD0441,3,12.97,1.15,38.91,6.33,44.09,2023-08-04 13:07:56.538649
DET00780,VENT0145,PROD0484,5,17.7,1.55,88.5,14.8,101.75,2023-08-04 13:07:56.538649
DET00781,VENT0145,PROD0084,1,31.12,4.17,31.12,2.41,29.36,2023-08-04 13:07:56.538649
DET00782,VENT0145,PROD0270,4,22.07,1.85,88.28,5.2,91.63,2023-08-04 13:07:56.538649
DET00783,VENT0145,PROD0267,3,23.85,4.47,71.55,10.17,77.25,2023-08-04 13:07:56.538649
DET00784,VENT0145,PROD0295,4,26.65,3.63,106.6,10.32,113.29,2023-08-04 13:07:56.538649
DET00785,VENT0146,PROD0097,5,16.37,3.14,81.85,10.3,89.01,2025-02-15 16:40:50.044466
DET00786,VENT0146,PROD0318,5,26.29,3.34,131.45,6.55,134.66,2025-02-15 16:40:50.044466
DET00787,VENT0146,PROD0259,1,20.4,2.38,20.4,2.13,20.15,2025-02-15 16:40:50.044466
DET00788,VENT0146,PROD0179,4,15.52,0.02,62.08,9.96,72.02,2025-02-15 16:40:50.044466
DET00789,VENT0146,PROD0155,4,26.08,2.98,104.32,11.12,112.46,2025-02-15 16:40:50.044466
DET00790,VENT0146,PROD0105,5,27.03,3.16,135.15,9.05,141.04,2025-02-15 16:40:50.044466
DET00791,VENT0146,PROD0325,4,20.8,1.75,83.2,12.96,94.41,2025-02-15 16:40:50.044466
DET00792,VENT0147,PROD0376,4,23.62,3.01,94.48,3.52,94.99,2023-11-17 07:00:15.542666
DET00793,VENT0147,PROD0001,2,20.68,0.94,41.36,1.66,42.08,2023-11-17 07:00:15.542666
DET00794,VENT0147,PROD0340,5,15.95,0.3,79.75,2.9,82.35,2023-11-17 07:00:15.542666
DET00795,VENT0147,PROD0342,3,19.09,1.62,57.27,3.06,58.71,2023-11-17 07:00:15.542666
DET00796,VENT0147,PROD0462,2,22.73,0.45,45.46,4.18,49.19,2023-11-17 07:00:15.542666
DET00797,VENT0147,PROD0293,1,18.92,4.65,18.92,2.88,17.15,2023-11-17 07:00:15.542666
DET00798,VENT0147,PROD0156,2,19.43,0.33,38.86,2.54,41.07,2023-11-17 07:00:15.542666
DET00799,VENT0147,PROD0302,3,23.08,3.6,69.24,5.7,71.34,2023-11-17 07:00:15.542666
DET00800,VENT0147,PROD0404,4,19.42,0.74,77.68,2.36,79.3,2023-11-17 07:00:15.542666
DET00801,VENT0147,PROD0333,3,15.83,3.71,47.49,6.93,50.71,2023-11-17 07:00:15.542666
DET00802,VENT0148,PROD0472,4,25.27,3.54,101.08,3.36,100.9,2024-03-12 05:46:11.895671
DET00803,VENT0148,PROD0382,5,26.92,4.99,134.6,14.65,144.26,2024-03-12 05:46:11.895671
DET00804,VENT0149,PROD0036,5,26.26,2.27,131.3,8.75,137.78,2023-10-03 04:42:10.073686
DET00805,VENT0149,PROD0111,2,15.18,2.1,30.36,4.36,32.62,2023-10-03 04:42:10.073686
DET00806,VENT0149,PROD0279,4,20.06,0.37,80.24,9.2,89.07,2023-10-03 04:42:10.073686
DET00807,VENT0149,PROD0334,5,21.42,1.38,107.1,14.35,120.07,2023-10-03 04:42:10.073686
DET00808,VENT0149,PROD0013,5,27.22,2.55,136.1,10.5,144.05,2023-10-03 04:42:10.073686
DET00809,VENT0149,PROD0027,2,22.97,2.09,45.94,6.02,49.87,2023-10-03 04:42:10.073686
DET00810,VENT0150,PROD0047,4,30.42,0.44,121.68,10.76,132.0,2024-09-07 23:23:15.306404
DET00811,VENT0150,PROD0257,3,21.46,4.76,64.38,10.41,70.03,2024-09-07 23:23:15.306404
DET00812,VENT0151,PROD0214,3,25.79,2.28,77.37,2.97,78.06,2024-03-25 12:07:42.118833
DET00813,VENT0151,PROD0424,4,20.12,4.86,80.48,11.64,87.26,2024-03-25 12:07:42.118833
DET00814,VENT0151,PROD0360,5,18.05,3.69,90.25,8.95,95.51,2024-03-25 12:07:42.118833
DET00815,VENT0151,PROD0453,3,18.97,0.41,56.91,8.01,64.51,2024-03-25 12:07:42.118833
DET00816,VENT0151,PROD0393,1,14.82,3.54,14.82,0.55,11.83,2024-03-25 12:07:42.118833
DET00817,VENT0151,PROD0327,3,29.83,2.83,89.49,9.84,96.5,2024-03-25 12:07:42.118833
DET00818,VENT0152,PROD0341,5,28.17,3.27,140.85,15.35,152.93,2024-04-17 04:08:19.815618
DET00819,VENT0152,PROD0159,1,20.33,0.83,20.33,0.93,20.43,2024-04-17 04:08:19.815618
DET00820,VENT0152,PROD0381,1,26.42,0.79,26.42,2.97,28.6,2024-04-17 04:08:19.815618
DET00821,VENT0152,PROD0229,2,24.53,2.37,49.06,5.96,52.65,2024-04-17 04:08:19.815618
DET00822,VENT0152,PROD0168,2,18.58,3.07,37.16,2.34,36.43,2024-04-17 04:08:19.815618
DET00823,VENT0152,PROD0244,1,16.53,2.3,16.53,1.0,15.23,2024-04-17 04:08:19.815618
DET00824,VENT0152,PROD0357,3,18.04,0.24,54.12,6.18,60.06,2024-04-17 04:08:19.815618
DET00825,VENT0152,PROD0154,4,23.53,0.32,94.12,8.8,102.6,2024-04-17 04:08:19.815618
DET00826,VENT0153,PROD0249,5,13.04,4.65,65.2,14.05,74.6,2023-11-24 17:24:41.243046
DET00827,VENT0153,PROD0376,2,23.62,1.54,47.24,1.76,47.46,2023-11-24 17:24:41.243046
DET00828,VENT0153,PROD0223,3,15.97,1.4,47.91,7.89,54.4,2023-11-24 17:24:41.243046
DET00829,VENT0153,PROD0114,2,15.27,0.69,30.54,4.06,33.91,2023-11-24 17:24:41.243046
DET00830,VENT0153,PROD0442,2,25.25,3.19,50.5,4.24,51.55,2023-11-24 17:24:41.243046
DET00831,VENT0153,PROD0186,5,22.53,0.21,112.65,14.5,126.94,2023-11-24 17:24:41.243046
DET00832,VENT0153,PROD0122,1,23.9,4.69,23.9,1.65,20.86,2023-11-24 17:24:41.243046
DET00833,VENT0153,PROD0309,5,26.43,2.35,132.15,5.65,135.45,2023-11-24 17:24:41.243046
DET00834,VENT0153,PROD0232,5,25.76,2.13,128.8,3.95,130.62,2023-11-24 17:24:41.243046
DET00835,VENT0153,PROD0175,2,20.12,1.13,40.24,1.0,40.11,2023-11-24 17:24:41.243046
DET00836,VENT0154,PROD0099,2,20.43,2.08,40.86,3.72,42.5,2024-10-31 03:56:27.696833
DET00837,VENT0154,PROD0267,2,23.85,2.31,47.7,6.78,52.17,2024-10-31 03:56:27.696833
DET00838,VENT0154,PROD0126,4,30.39,3.19,121.56,5.08,123.45,2024-10-31 03:56:27.696833
DET00839,VENT0154,PROD0208,2,19.07,0.62,38.14,2.52,40.04,2024-10-31 03:56:27.696833
DET00840,VENT0154,PROD0225,1,21.01,3.91,21.01,0.86,17.96,2024-10-31 03:56:27.696833
DET00841,VENT0155,PROD0367,1,18.67,0.97,18.67,0.62,18.32,2023-09-15 15:53:55.372496
DET00842,VENT0155,PROD0163,4,26.29,0.82,105.16,4.28,108.62,2023-09-15 15:53:55.372496
DET00843,VENT0155,PROD0067,4,16.86,1.45,67.44,2.12,68.11,2023-09-15 15:53:55.372496
DET00844,VENT0155,PROD0305,3,20.81,4.11,62.43,6.72,65.04,2023-09-15 15:53:55.372496
DET00845,VENT0155,PROD0495,3,19.38,3.2,58.14,7.65,62.59,2023-09-15 15:53:55.372496
DET00846,VENT0155,PROD0426,2,21.98,2.41,43.96,3.62,45.17,2023-09-15 15:53:55.372496
DET00847,VENT0155,PROD0256,2,27.65,4.16,55.3,5.02,56.16,2023-09-15 15:53:55.372496
DET00848,VENT0155,PROD0348,1,21.52,4.49,21.52,1.07,18.1,2023-09-15 15:53:55.372496
DET00849,VENT0156,PROD0145,1,24.78,0.45,24.78,3.21,27.54,2023-11-13 13:01:52.042117
DET00850,VENT0156,PROD0147,4,24.31,4.81,97.24,9.68,102.11,2023-11-13 13:01:52.042117
DET00851,VENT0156,PROD0468,1,25.9,4.24,25.9,3.18,24.84,2023-11-13 13:01:52.042117
DET00852,VENT0156,PROD0407,3,25.79,4.88,77.37,7.11,79.6,2023-11-13 13:01:52.042117
DET00853,VENT0156,PROD0221,3,20.99,4.98,62.97,7.41,65.4,2023-11-13 13:01:52.042117
DET00854,VENT0157,PROD0310,1,16.68,3.45,16.68,2.93,16.16,2024-03-07 08:50:48.973002
DET00855,VENT0157,PROD0183,2,27.32,1.29,54.64,1.34,54.69,2024-03-07 08:50:48.973002
DET00856,VENT0157,PROD0208,4,19.07,2.98,76.28,5.04,78.34,2024-03-07 08:50:48.973002
DET00857,VENT0157,PROD0479,5,25.84,1.91,129.2,4.95,132.24,2024-03-07 08:50:48.973002
DET00858,VENT0157,PROD0408,1,17.41,0.4,17.41,2.36,19.37,2024-03-07 08:50:48.973002
DET00859,VENT0157,PROD0204,5,20.48,4.23,102.4,7.1,105.27,2024-03-07 08:50:48.973002
DET00860,VENT0157,PROD0399,1,21.83,1.96,21.83,3.28,23.15,2024-03-07 08:50:48.973002
DET00861,VENT0158,PROD0058,3,22.69,0.35,68.07,7.08,74.8,2025-01-18 21:15:55.139706
DET00862,VENT0158,PROD0359,3,27.7,3.75,83.1,9.6,88.95,2025-01-18 21:15:55.139706
DET00863,VENT0158,PROD0134,2,25.62,4.83,51.24,3.64,50.05,2025-01-18 21:15:55.139706
DET00864,VENT0158,PROD0233,5,13.07,0.29,65.35,10.4,75.46,2025-01-18 21:15:55.139706
DET00865,VENT0158,PROD0305,5,20.81,3.61,104.05,11.2,111.64,2025-01-18 21:15:55.139706
DET00866,VENT0158,PROD0281,4,19.15,2.46,76.6,6.04,80.18,2025-01-18 21:15:55.139706
DET00867,VENT0158,PROD0219,3,13.25,0.26,39.75,6.63,46.12,2025-01-18 21:15:55.139706
DET00868,VENT0158,PROD0487,5,26.39,0.46,131.95,3.65,135.14,2025-01-18 21:15:55.139706
DET00869,VENT0159,PROD0458,2,23.33,0.19,46.66,2.42,48.89,2023-06-24 08:08:52.598035
DET00870,VENT0159,PROD0380,4,29.02,4.59,116.08,13.8,125.29,2023-06-24 08:08:52.598035
DET00871,VENT0159,PROD0026,1,23.72,1.85,23.72,1.4,23.27,2023-06-24 08:08:52.598035
DET00872,VENT0159,PROD0091,3,27.49,2.93,82.47,2.82,82.36,2023-06-24 08:08:52.598035
DET00873,VENT0159,PROD0411,4,16.83,0.34,67.32,13.28,80.26,2023-06-24 08:08:52.598035
DET00874,VENT0159,PROD0159,1,20.33,3.18,20.33,0.93,18.08,2023-06-24 08:08:52.598035
DET00875,VENT0159,PROD0183,1,27.32,1.81,27.32,0.67,26.18,2023-06-24 08:08:52.598035
DET00876,VENT0159,PROD0211,2,23.51,2.33,47.02,4.16,48.85,2023-06-24 08:08:52.598035
DET00877,VENT0159,PROD0226,4,16.16,4.44,64.64,4.84,65.04,2023-06-24 08:08:52.598035
DET00878,VENT0159,PROD0269,3,18.98,1.54,56.94,6.81,62.21,2023-06-24 08:08:52.598035
DET00879,VENT0160,PROD0475,5,28.46,2.37,142.3,8.55,148.48,2024-07-24 22:18:19.665984
DET00880,VENT0160,PROD0091,2,27.49,1.0,54.98,1.88,55.86,2024-07-24 22:18:19.665984
DET00881,VENT0160,PROD0095,2,15.8,0.03,31.6,3.86,35.43,2024-07-24 22:18:19.665984
DET00882,VENT0160,PROD0174,1,27.12,0.68,27.12,0.53,26.97,2024-07-24 22:18:19.665984
DET00883,VENT0161,PROD0135,1,24.43,4.28,24.43,2.22,22.37,2025-02-11 09:07:22.904426
DET00884,VENT0161,PROD0267,2,23.85,0.95,47.7,6.78,53.53,2025-02-11 09:07:22.904426
DET00885,VENT0161,PROD0392,2,25.7,1.13,51.4,3.46,53.73,2025-02-11 09:07:22.904426
DET00886,VENT0161,PROD0204,1,20.48,2.7,20.48,1.42,19.2,2025-02-11 09:07:22.904426
DET00887,VENT0161,PROD0371,3,15.7,4.81,47.1,3.66,45.95,2025-02-11 09:07:22.904426
DET00888,VENT0161,PROD0420,2,26.65,1.51,53.3,4.22,56.01,2025-02-11 09:07:22.904426
DET00889,VENT0161,PROD0224,4,20.65,2.45,82.6,4.68,84.83,2025-02-11 09:07:22.904426
DET00890,VENT0161,PROD0275,3,24.41,2.28,73.23,7.86,78.81,2025-02-11 09:07:22.904426
DET00891,VENT0161,PROD0170,5,25.35,1.8,126.75,6.15,131.1,2025-02-11 09:07:22.904426
DET00892,VENT0161,PROD0059,4,20.88,2.28,83.52,6.88,88.12,2025-02-11 09:07:22.904426
DET00893,VENT0162,PROD0493,3,15.67,1.54,47.01,4.59,50.06,2024-12-15 10:35:57.024731
DET00894,VENT0162,PROD0387,4,31.56,0.7,126.24,7.68,133.22,2024-12-15 10:35:57.024731
DET00895,VENT0163,PROD0161,4,14.97,2.56,59.88,8.24,65.56,2024-08-20 14:06:09.355208
DET00896,VENT0163,PROD0185,5,16.19,4.11,80.95,11.5,88.34,2024-08-20 14:06:09.355208
DET00897,VENT0163,PROD0494,4,26.67,4.08,106.68,5.32,107.92,2024-08-20 14:06:09.355208
DET00898,VENT0163,PROD0390,3,28.25,0.66,84.75,9.15,93.24,2024-08-20 14:06:09.355208
DET00899,VENT0163,PROD0446,3,28.84,3.2,86.52,1.53,84.85,2024-08-20 14:06:09.355208
DET00900,VENT0164,PROD0016,4,24.13,3.86,96.52,10.48,103.14,2024-08-20 15:54:21.746425
DET00901,VENT0164,PROD0126,1,30.39,3.83,30.39,1.27,27.83,2024-08-20 15:54:21.746425
DET00902,VENT0164,PROD0097,3,16.37,4.36,49.11,6.18,50.93,2024-08-20 15:54:21.746425
DET00903,VENT0164,PROD0496,5,18.47,3.72,92.35,10.8,99.43,2024-08-20 15:54:21.746425
DET00904,VENT0164,PROD0188,2,28.07,1.31,56.14,3.02,57.85,2024-08-20 15:54:21.746425
DET00905,VENT0164,PROD0109,4,23.54,3.88,94.16,9.92,100.2,2024-08-20 15:54:21.746425
DET00906,VENT0164,PROD0251,2,22.64,4.36,45.28,1.92,42.84,2024-08-20 15:54:21.746425
DET00907,VENT0165,PROD0474,2,28.25,4.63,56.5,6.44,58.31,2025-03-12 20:16:29.918702
DET00908,VENT0165,PROD0334,2,21.42,2.72,42.84,5.74,45.86,2025-03-12 20:16:29.918702
DET00909,VENT0165,PROD0435,4,28.04,4.07,112.16,2.28,110.37,2025-03-12 20:16:29.918702
DET00910,VENT0165,PROD0134,4,25.62,0.51,102.48,7.28,109.25,2025-03-12 20:16:29.918702
DET00911,VENT0165,PROD0274,3,18.48,3.42,55.44,9.03,61.05,2025-03-12 20:16:29.918702
DET00912,VENT0165,PROD0213,4,26.47,0.87,105.88,3.16,108.17,2025-03-12 20:16:29.918702
DET00913,VENT0165,PROD0145,4,24.78,1.06,99.12,12.84,110.9,2025-03-12 20:16:29.918702
DET00914,VENT0166,PROD0030,3,17.93,3.08,53.79,4.56,55.27,2024-01-15 05:57:39.769217
DET00915,VENT0166,PROD0260,3,25.15,0.63,75.45,3.6,78.42,2024-01-15 05:57:39.769217
DET00916,VENT0166,PROD0385,5,21.06,4.22,105.3,12.15,113.23,2024-01-15 05:57:39.769217
DET00917,VENT0166,PROD0145,3,24.78,2.71,74.34,9.63,81.26,2024-01-15 05:57:39.769217
DET00918,VENT0166,PROD0203,4,27.35,0.8,109.4,5.08,113.68,2024-01-15 05:57:39.769217
DET00919,VENT0166,PROD0059,5,20.88,4.89,104.4,8.6,108.11,2024-01-15 05:57:39.769217
DET00920,VENT0166,PROD0479,5,25.84,3.12,129.2,4.95,131.03,2024-01-15 05:57:39.769217
DET00921,VENT0166,PROD0276,5,32.37,2.03,161.85,4.2,164.02,2024-01-15 05:57:39.769217
DET00922,VENT0167,PROD0100,2,31.5,0.3,63.0,4.74,67.44,2023-06-22 00:08:53.007373
DET00923,VENT0167,PROD0354,2,26.38,0.44,52.76,3.12,55.44,2023-06-22 00:08:53.007373
DET00924,VENT0167,PROD0106,1,17.77,4.89,17.77,0.86,13.74,2023-06-22 00:08:53.007373
DET00925,VENT0167,PROD0371,1,15.7,3.47,15.7,1.22,13.45,2023-06-22 00:08:53.007373
DET00926,VENT0167,PROD0182,1,18.62,1.24,18.62,0.77,18.15,2023-06-22 00:08:53.007373
DET00927,VENT0167,PROD0312,2,31.63,1.07,63.26,3.6,65.79,2023-06-22 00:08:53.007373
DET00928,VENT0167,PROD0404,1,19.42,1.44,19.42,0.59,18.57,2023-06-22 00:08:53.007373
DET00929,VENT0167,PROD0339,2,15.4,2.29,30.8,4.98,33.49,2023-06-22 00:08:53.007373
DET00930,VENT0167,PROD0327,4,29.83,4.44,119.32,13.12,128.0,2023-06-22 00:08:53.007373
DET00931,VENT0167,PROD0020,4,29.92,4.37,119.68,5.36,120.67,2023-06-22 00:08:53.007373
DET00932,VENT0168,PROD0109,1,23.54,3.07,23.54,2.48,22.95,2024-11-03 07:15:30.549022
DET00933,VENT0168,PROD0437,4,18.29,1.05,73.16,12.56,84.67,2024-11-03 07:15:30.549022
DET00934,VENT0168,PROD0043,5,22.38,1.86,111.9,8.8,118.84,2024-11-03 07:15:30.549022
DET00935,VENT0168,PROD0184,2,20.85,4.08,41.7,3.96,41.58,2024-11-03 07:15:30.549022
DET00936,VENT0169,PROD0317,5,19.22,2.19,96.1,4.95,98.86,2023-05-31 23:41:34.208081
DET00937,VENT0169,PROD0179,3,15.52,4.36,46.56,7.47,49.67,2023-05-31 23:41:34.208081
DET00938,VENT0169,PROD0192,3,30.74,2.7,92.22,10.29,99.81,2023-05-31 23:41:34.208081
DET00939,VENT0169,PROD0242,5,23.21,3.77,116.05,17.2,129.48,2023-05-31 23:41:34.208081
DET00940,VENT0169,PROD0181,4,18.67,0.59,74.68,11.72,85.81,2023-05-31 23:41:34.208081
DET00941,VENT0169,PROD0012,2,14.35,1.46,28.7,2.18,29.42,2023-05-31 23:41:34.208081
DET00942,VENT0170,PROD0197,1,22.72,0.67,22.72,3.18,25.23,2024-11-10 17:09:29.531924
